strain	date	predicted_date	variant
sequence_ypxa	2021.20273972603	2021.20821917808	Alpha
sequence_ypzi	2021.13424657534	2021.1397260274	Delta
sequence_ypzo	2021.90410958904	2021.9095890411	Delta
sequence_ypzr	2021.91780821918	2021.92054794521	Delta
sequence_yqbv	2021.53150684932	2021.53424657534	Omicron
sequence_yqbx	2021.75342465753	2021.75616438356	Alpha
sequence_yqea	2021.91780821918	2021.92328767123	Omicron
sequence_yqec	2021.54794520548	2021.55068493151	Delta
sequence_yqed	2021.92328767123	2021.92876712329	Omicron
sequence_yqfv	2021.0301369863	2021.03561643836	Delta
sequence_yqhb	2021.87397260274	2021.87671232877	Alpha
sequence_yqhz	2021.52602739726	2021.53150684932	Delta
sequence_yqjm	2021.35890410959	2021.36164383562	Omicron
sequence_yqjv	2021.22465753425	2021.22739726027	Alpha
sequence_yqka	2021.32054794521	2021.32602739726	Delta
sequence_yqkl	2021.34520547945	2021.34794520548	Omicron
sequence_yqli	2021.90136986301	2021.90410958904	Omicron
sequence_yqlr	2021.22191780822	2021.22739726027	Omicron
sequence_yqnu	2021.92328767123	2021.92602739726	Alpha
sequence_yqor	2021.80273972603	2021.80547945205	Omicron
sequence_yqos	2021.90410958904	2021.9095890411	Omicron
sequence_yqpa	2021.77534246575	2021.77808219178	Alpha
sequence_yqsp	2021.9397260274	2021.94246575342	Alpha
sequence_yqth	2021.85479452055	2021.8602739726	Omicron
sequence_yquc	2021.0301369863	2021.03287671233	Delta
sequence_yqun	2021.84657534247	2021.85205479452	Alpha
sequence_yqwd	2021.55342465753	2021.55616438356	Alpha
sequence_yqwr	2021.33150684932	2021.33424657534	Omicron
sequence_yqxj	2021.24383561644	2021.24657534247	Alpha
sequence_yrbf	2021.85753424658	2021.86301369863	Alpha
sequence_yrbz	2021.23835616438	2021.24383561644	Omicron
sequence_yrdn	2021.96438356164	2021.96712328767	Delta
sequence_yreu	2021.87397260274	2021.87671232877	Delta
sequence_yrex	2021.04657534247	2021.04931506849	Delta
sequence_yrfn	2021.04657534247	2021.04931506849	Omicron
sequence_yrfw	2021.00547945205	2021.00821917808	Alpha
sequence_yrgn	2021.20273972603	2021.20547945205	Delta
sequence_yrhi	2021.9397260274	2021.94520547945	Delta
sequence_yriz	2021.81917808219	2021.82191780822	Alpha
sequence_yrjk	2021.53424657534	2021.53698630137	Delta
sequence_yrko	2021.73424657534	2021.73698630137	Omicron
sequence_yrks	2021.81917808219	2021.82191780822	Omicron
sequence_yrnw	2021.24383561644	2021.24657534247	Omicron
sequence_yrob	2021.92328767123	2021.92876712329	Alpha
sequence_yrtl	2021.5397260274	2021.54520547945	Delta
sequence_yrwm	2021.69863013699	2021.70136986301	Delta
sequence_yrxg	2021.69863013699	2021.70136986301	Delta
sequence_yrxn	2021.06575342466	2021.06849315068	Delta
sequence_yrxp	2021.56438356164	2021.5698630137	Delta
sequence_yrzx	2021.55342465753	2021.55890410959	Alpha
sequence_yscf	2021.31232876712	2021.31506849315	Alpha
sequence_yscn	2021.51780821918	2021.52054794521	Delta
sequence_ysfj	2021.73150684932	2021.73424657534	Delta
sequence_ysfu	2021.85479452055	2021.85753424658	Delta
sequence_yshx	2021.55068493151	2021.55342465753	Delta
sequence_ysic	2021.90410958904	2021.90684931507	Delta
sequence_ysjf	2021.54520547945	2021.54794520548	Alpha
sequence_ysju	2021.41643835616	2021.41917808219	Alpha
sequence_ysow	2021.92602739726	2021.93150684932	Omicron
sequence_yspi	2021.84657534247	2021.84931506849	Omicron
sequence_yspo	2021.00273972603	2021.00547945205	Omicron
sequence_yspt	2021.27671232877	2021.27945205479	Alpha
sequence_ysqk	2021.92876712329	2021.93424657534	Delta
sequence_ysum	2021.81643835616	2021.82191780822	Alpha
sequence_ysut	2021.37808219178	2021.38356164384	Omicron
sequence_yswh	2021.95068493151	2021.95616438356	Delta
sequence_ytcp	2021.7397260274	2021.74520547945	Alpha
sequence_ytex	2021.85753424658	2021.8602739726	Delta
sequence_ytez	2021.26575342466	2021.26849315068	Alpha
sequence_ytfh	2021.29315068493	2021.29863013699	Omicron
sequence_ytfw	2021.85205479452	2021.85753424658	Alpha
sequence_ytgv	2021.92328767123	2021.92876712329	Delta
sequence_ythg	2021.78356164384	2021.78904109589	Delta
sequence_ythr	2021.95616438356	2021.96164383562	Omicron
sequence_ytir	2021.29863013699	2021.30136986301	Delta
sequence_ytpr	2021.78082191781	2021.78630136986	Delta
sequence_ytsa	2021.56438356164	2021.5698630137	Omicron
sequence_ytsr	2021.94520547945	2021.94794520548	Alpha
sequence_ytue	2021.92876712329	2021.93424657534	Delta
sequence_ytuf	2021.62739726027	2021.63287671233	Delta
sequence_ytuh	2021.16712328767	2021.17260273973	Omicron
sequence_ytxz	2021.2602739726	2021.26575342466	Delta
sequence_yuah	2021.68219178082	2021.68767123288	Alpha
sequence_yubf	2021.4301369863	2021.43287671233	Delta
sequence_yubp	2021.27945205479	2021.28493150685	Delta
sequence_yuck	2021.85753424658	2021.86301369863	Omicron
sequence_yudg	2021.54246575342	2021.54520547945	Alpha
sequence_yuec	2021.62465753425	2021.6301369863	Delta
sequence_yueq	2021.8301369863	2021.83287671233	Delta
sequence_yuko	2021.06301369863	2021.06575342466	Alpha
sequence_yulq	2021.09315068493	2021.09589041096	Omicron
sequence_yumc	2021.79178082192	2021.79452054795	Omicron
sequence_yunj	2021.94794520548	2021.95342465753	Omicron
sequence_yuod	2021.16712328767	2021.17260273973	Alpha
sequence_yuol	2021.35068493151	2021.35342465753	Omicron
sequence_yuov	2021.40821917808	2021.41095890411	Omicron
sequence_yuqp	2021.3698630137	2021.37260273973	Delta
sequence_yusn	2021.51506849315	2021.52054794521	Delta
sequence_yuto	2021.92328767123	2021.92602739726	Delta
sequence_yuxc	2021.65205479452	2021.65753424658	Omicron
sequence_yvam	2021.98356164384	2021.98630136986	Alpha
sequence_yvce	2021.8301369863	2021.83287671233	Omicron
sequence_yveh	2021.32328767123	2021.32602739726	Delta
sequence_yvex	2021.60821917808	2021.61095890411	Omicron
sequence_yvgn	2021.85753424658	2021.86301369863	Delta
sequence_yvim	2021.35342465753	2021.35616438356	Alpha
sequence_yvjq	2021.53698630137	2021.54246575342	Alpha
sequence_yvka	2021.8904109589	2021.89589041096	Alpha
sequence_yvkb	2021.32876712329	2021.33150684932	Omicron
sequence_yvmb	2021.62191780822	2021.62739726027	Alpha
sequence_yvob	2021.7397260274	2021.74520547945	Alpha
sequence_yvom	2021.96164383562	2021.96712328767	Delta
sequence_yvpj	2021	2021.00273972603	Delta
sequence_yvqh	2021.13698630137	2021.1397260274	Delta
sequence_yvsu	2021.67945205479	2021.68493150685	Alpha
sequence_yvtj	2021.84657534247	2021.85205479452	Alpha
sequence_yvxm	2021.92054794521	2021.92602739726	Omicron
sequence_yvzn	2021.83835616438	2021.84383561644	Omicron
sequence_yvzt	2021.86849315069	2021.87123287671	Alpha
sequence_ywah	2021.19178082192	2021.19726027397	Alpha
sequence_ywaq	2021.5397260274	2021.54520547945	Alpha
sequence_ywbp	2021.82465753425	2021.8301369863	Alpha
sequence_ywce	2021.92876712329	2021.93150684932	Alpha
sequence_ywel	2021.85479452055	2021.8602739726	Omicron
sequence_ywfb	2021.93424657534	2021.9397260274	Alpha
sequence_ywgo	2021.00821917808	2021.01369863014	Omicron
sequence_ywhc	2021.15068493151	2021.15616438356	Alpha
sequence_ywhd	2021.52328767123	2021.52602739726	Alpha
sequence_ywiz	2021.8	2021.80547945205	Delta
sequence_ywkg	2021.03287671233	2021.03561643836	Delta
sequence_ywlb	2021.64383561644	2021.64931506849	Alpha
sequence_ywlh	2021.74794520548	2021.75068493151	Alpha
sequence_ywnr	2021.81095890411	2021.81369863014	Omicron
sequence_ywrc	2021.14794520548	2021.15068493151	Omicron
sequence_ywsb	2021.9095890411	2021.91506849315	Omicron
sequence_ywtj	2021.72054794521	2021.72328767123	Omicron
sequence_ywvo	2021.58082191781	2021.58356164384	Alpha
sequence_ywxk	2021.72602739726	2021.72876712329	Omicron
sequence_ywzg	2021.31780821918	2021.32328767123	Alpha
sequence_yxal	2021.84931506849	2021.85479452055	Omicron
sequence_yxbl	2021.52054794521	2021.52328767123	Delta
sequence_yxfk	2021.89863013699	2021.90136986301	Delta
sequence_yxfr	2021.85205479452	2021.85753424658	Omicron
sequence_yxhv	2021.2301369863	2021.23561643836	Omicron
sequence_yxiq	2021.83561643836	2021.84109589041	Alpha
sequence_yxja	2021.87397260274	2021.87671232877	Alpha
sequence_yxjq	2021.84931506849	2021.85205479452	Omicron
sequence_yxkg	2021.99452054795	2021.99726027397	Alpha
sequence_yxln	2021.67397260274	2021.67671232877	Omicron
sequence_yxng	2021.59726027397	2021.6	Omicron
sequence_yxnk	2021.91232876712	2021.91506849315	Omicron
sequence_yxnv	2021.48493150685	2021.4904109589	Omicron
sequence_yxod	2021.60273972603	2021.60821917808	Delta
sequence_yxqh	2021.65479452055	2021.6602739726	Alpha
sequence_yxrb	2021.04657534247	2021.04931506849	Alpha
sequence_yxrm	2021.93698630137	2021.94246575342	Delta
sequence_yxsi	2021.5698630137	2021.57260273973	Omicron
sequence_yxsr	2021.36712328767	2021.3698630137	Alpha
sequence_yxva	2021.44109589041	2021.44657534247	Omicron
sequence_yxzg	2021.5397260274	2021.54246575342	Delta
sequence_yxzn	2021.95342465753	2021.95616438356	Omicron
sequence_yzag	2021.21643835616	2021.22191780822	Delta
sequence_yzcf	2021.30136986301	2021.30410958904	Alpha
sequence_yzcm	2021.35342465753	2021.35616438356	Omicron
sequence_yzdw	2021.29589041096	2021.29863013699	Omicron
sequence_yzel	2021.04931506849	2021.05205479452	Delta
sequence_yzfk	2021.95616438356	2021.96164383562	Delta
sequence_yzfv	2021.85753424658	2021.86301369863	Delta
sequence_yzgt	2021.52602739726	2021.52876712329	Delta
sequence_yzhb	2021.85753424658	2021.8602739726	Alpha
sequence_yzhi	2021.9095890411	2021.91232876712	Delta
sequence_yzip	2021.92876712329	2021.93150684932	Alpha
sequence_yzjg	2021.21643835616	2021.22191780822	Delta
sequence_yzjo	2021.82191780822	2021.82739726027	Omicron
sequence_yzkx	2021.93150684932	2021.93698630137	Delta
sequence_yzmf	2021.07397260274	2021.07945205479	Omicron
sequence_yzqc	2021.08493150685	2021.08767123288	Delta
sequence_yzrl	2021.5397260274	2021.54246575342	Alpha
sequence_yzue	2021.6602739726	2021.66575342466	Delta
sequence_yzvi	2021.64383561644	2021.64931506849	Delta
sequence_yzvj	2021.03561643836	2021.03835616438	Alpha
sequence_yzvw	2021.98904109589	2021.99178082192	Alpha
sequence_zabh	2021.58082191781	2021.58356164384	Delta
sequence_zabm	2021.53424657534	2021.53698630137	Omicron
sequence_zabs	2021.14520547945	2021.14794520548	Omicron
sequence_zadh	2021.56712328767	2021.57260273973	Alpha
sequence_zafc	2021.79726027397	2021.80273972603	Alpha
sequence_zafk	2021.72602739726	2021.72876712329	Alpha
sequence_zagm	2021.65753424658	2021.6602739726	Omicron
sequence_zahe	2021.40821917808	2021.41095890411	Omicron
sequence_zais	2021.36164383562	2021.36712328767	Omicron
sequence_zakp	2021.24657534247	2021.25205479452	Omicron
sequence_zalf	2021.95342465753	2021.95616438356	Alpha
sequence_zamd	2021.8602739726	2021.86301369863	Delta
sequence_zamr	2021.92602739726	2021.92876712329	Alpha
sequence_zani	2021.85479452055	2021.8602739726	Delta
sequence_zaoc	2021.92602739726	2021.92876712329	Delta
sequence_zaoj	2021.87671232877	2021.87945205479	Delta
sequence_zaok	2021.63835616438	2021.64109589041	Omicron
sequence_zaop	2021.08493150685	2021.08767123288	Delta
sequence_zapt	2021.24931506849	2021.25479452055	Delta
sequence_zarg	2021.35890410959	2021.36438356164	Delta
sequence_zasi	2021.21917808219	2021.22191780822	Delta
sequence_zatr	2021.00547945205	2021.00821917808	Alpha
sequence_zaui	2021.87945205479	2021.88493150685	Alpha
sequence_zaul	2021.83835616438	2021.84109589041	Delta
sequence_zaus	2021.1397260274	2021.14520547945	Omicron
sequence_zavc	2021.85205479452	2021.85479452055	Omicron
sequence_zawt	2021.93698630137	2021.94246575342	Alpha
sequence_zaxn	2021.05479452055	2021.0602739726	Delta
sequence_zbdi	2021.40273972603	2021.40821917808	Delta
sequence_zbeg	2021.88767123288	2021.8904109589	Delta
sequence_zbhf	2021.90136986301	2021.90684931507	Alpha
sequence_zbhi	2021.51780821918	2021.52054794521	Alpha
sequence_zbhl	2021.83835616438	2021.84383561644	Omicron
sequence_zbmj	2021.06575342466	2021.07123287671	Omicron
sequence_zboj	2021.45205479452	2021.45753424658	Omicron
sequence_zbqt	2021.87397260274	2021.87671232877	Delta
sequence_zbyr	2021.95342465753	2021.95616438356	Delta
sequence_zcal	2021.89589041096	2021.90136986301	Alpha
sequence_zcap	2021.84109589041	2021.84383561644	Delta
sequence_zcdl	2021.53150684932	2021.53698630137	Omicron
sequence_zcfn	2021.58082191781	2021.58630136986	Alpha
sequence_zcfs	2021.23835616438	2021.24109589041	Delta
sequence_zchl	2021.35068493151	2021.35342465753	Alpha
sequence_zcho	2021.21095890411	2021.21369863014	Alpha
sequence_zcjv	2021.35342465753	2021.35890410959	Omicron
sequence_zckq	2021.91232876712	2021.91780821918	Alpha
sequence_zcle	2021.87397260274	2021.87945205479	Alpha
sequence_zcmn	2021.32602739726	2021.32876712329	Omicron
sequence_zcoe	2021.31506849315	2021.31780821918	Delta
sequence_zcpd	2021.87123287671	2021.87671232877	Delta
sequence_zcpn	2021.16164383562	2021.16712328767	Omicron
sequence_zcrj	2021.76164383562	2021.76438356164	Omicron
sequence_zcse	2021.34794520548	2021.35342465753	Alpha
sequence_zcsy	2021.58904109589	2021.59178082192	Omicron
sequence_zctb	2021.65753424658	2021.6602739726	Alpha
sequence_zctl	2021.90136986301	2021.90684931507	Delta
sequence_zcuo	2021.2602739726	2021.26301369863	Alpha
sequence_zcup	2021.89863013699	2021.90136986301	Omicron
sequence_zcva	2021.00273972603	2021.00821917808	Alpha
sequence_zcvo	2021.97808219178	2021.98356164384	Omicron
sequence_zcwk	2021.89863013699	2021.90136986301	Delta
sequence_zcwn	2021.20273972603	2021.20547945205	Alpha
sequence_zcyf	2021.52054794521	2021.52328767123	Delta
sequence_zcyr	2021.93424657534	2021.93698630137	Omicron
sequence_zcyu	2021.98904109589	2021.99452054795	Omicron
sequence_zcyx	2021.61917808219	2021.62465753425	Alpha
sequence_zdab	2021.61095890411	2021.61369863014	Alpha
sequence_zdac	2021.05479452055	2021.05753424658	Delta
sequence_zdbm	2021.5397260274	2021.54520547945	Alpha
sequence_zdch	2021.24383561644	2021.24931506849	Omicron
sequence_zdcv	2021.81095890411	2021.81369863014	Alpha
sequence_zdfi	2021.87397260274	2021.87671232877	Alpha
sequence_zdfp	2021.86849315069	2021.87123287671	Alpha
sequence_zdhl	2021.03287671233	2021.03561643836	Omicron
sequence_zdhx	2021.6904109589	2021.69315068493	Delta
sequence_zdjg	2021.64931506849	2021.65205479452	Omicron
sequence_zdjh	2021.87397260274	2021.87671232877	Alpha
sequence_zdkj	2021.86575342466	2021.86849315069	Delta
sequence_zdkt	2021.3698630137	2021.37260273973	Omicron
sequence_zdku	2021.89863013699	2021.90136986301	Alpha
sequence_zdlr	2021.52876712329	2021.53424657534	Alpha
sequence_zdmq	2021.42191780822	2021.42465753425	Delta
sequence_zdnh	2021.88767123288	2021.8904109589	Omicron
sequence_zdqo	2021.81643835616	2021.82191780822	Omicron
sequence_zdtx	2021.92328767123	2021.92876712329	Omicron
sequence_zduo	2021.92876712329	2021.93424657534	Delta
sequence_zdvo	2021.94794520548	2021.95342465753	Delta
sequence_zdxt	2021.85479452055	2021.85753424658	Omicron
sequence_zdyx	2021.22739726027	2021.2301369863	Delta
sequence_zead	2021.29315068493	2021.29863013699	Omicron
sequence_zedj	2021.24657534247	2021.24931506849	Omicron
sequence_zega	2021.34246575342	2021.34520547945	Alpha
sequence_zehg	2021.30684931507	2021.3095890411	Omicron
sequence_zeis	2021.84931506849	2021.85479452055	Alpha
sequence_zelt	2021.2301369863	2021.23561643836	Alpha
sequence_zema	2021.60273972603	2021.60547945205	Delta
sequence_zemk	2021.82465753425	2021.82739726027	Alpha
sequence_zemq	2021.92876712329	2021.93150684932	Omicron
sequence_zems	2021.97534246575	2021.98082191781	Delta
sequence_zeot	2021.58904109589	2021.59452054795	Alpha
sequence_zeoy	2021.64657534247	2021.64931506849	Delta
sequence_zepg	2021.87123287671	2021.87671232877	Alpha
sequence_zest	2021.76712328767	2021.77260273973	Alpha
sequence_zeuc	2021.30410958904	2021.3095890411	Omicron
sequence_zevp	2021.80273972603	2021.80547945205	Omicron
sequence_zewl	2021.28767123288	2021.2904109589	Omicron
sequence_zewu	2021.83561643836	2021.84109589041	Delta
sequence_zeyl	2021.88219178082	2021.88767123288	Omicron
sequence_zfab	2021.99726027397	2022.00273972603	Alpha
sequence_zfbu	2021.96164383562	2021.96712328767	Alpha
sequence_zfcd	2021.86575342466	2021.87123287671	Alpha
sequence_zfcm	2021.92328767123	2021.92876712329	Delta
sequence_zfdv	2021.40547945205	2021.40821917808	Omicron
sequence_zfig	2021.89589041096	2021.89863013699	Alpha
sequence_zfiq	2021.54794520548	2021.55342465753	Omicron
sequence_zfkr	2021.84109589041	2021.84383561644	Delta
sequence_zflr	2021.6	2021.60547945205	Alpha
sequence_zfms	2021.5397260274	2021.54520547945	Delta
sequence_zfnj	2021.31506849315	2021.32054794521	Omicron
sequence_zfok	2021.35890410959	2021.36164383562	Alpha
sequence_zfpa	2021.25753424658	2021.2602739726	Omicron
sequence_zfqt	2021.85753424658	2021.86301369863	Omicron
sequence_zfsk	2021.67397260274	2021.67945205479	Delta
sequence_zfsn	2021.92054794521	2021.92328767123	Delta
sequence_zfte	2021.00273972603	2021.00821917808	Alpha
sequence_zfuk	2021.59178082192	2021.59452054795	Alpha
sequence_zfwd	2021.15068493151	2021.15616438356	Omicron
sequence_zfyi	2021.97534246575	2021.98082191781	Omicron
sequence_zgay	2021.97260273973	2021.97534246575	Delta
sequence_zgbh	2021.8904109589	2021.89589041096	Alpha
sequence_zgde	2021.63561643836	2021.64109589041	Delta
sequence_zgek	2021.96438356164	2021.9698630137	Omicron
sequence_zgja	2021.91780821918	2021.92054794521	Omicron
sequence_zgjs	2021.08767123288	2021.09315068493	Omicron
sequence_zgkf	2021.84657534247	2021.85205479452	Delta
sequence_zgml	2021.31232876712	2021.31506849315	Alpha
sequence_zgnb	2021.15068493151	2021.15616438356	Alpha
sequence_zgoi	2021.38082191781	2021.38630136986	Delta
sequence_zgoj	2021.44657534247	2021.44931506849	Delta
sequence_zgoq	2021.73150684932	2021.73698630137	Omicron
sequence_zgpe	2021.83835616438	2021.84383561644	Delta
sequence_zgpf	2021.20821917808	2021.21369863014	Omicron
sequence_zgpk	2021.89315068493	2021.89863013699	Alpha
sequence_zgql	2021.8	2021.80273972603	Delta
sequence_zgqo	2021.22191780822	2021.22739726027	Alpha
sequence_zgrt	2021.93698630137	2021.9397260274	Omicron
sequence_zgsj	2021.92876712329	2021.93424657534	Omicron
sequence_zgtf	2021.75342465753	2021.75890410959	Delta
sequence_zguh	2021.99452054795	2022	Delta
sequence_zgur	2021.86849315069	2021.87397260274	Delta
sequence_zgvl	2021.79726027397	2021.80273972603	Alpha
sequence_zgxh	2021.51232876712	2021.51780821918	Delta
sequence_zgxp	2021.54520547945	2021.54794520548	Delta
sequence_zgxq	2021.21917808219	2021.22465753425	Alpha
sequence_zgxs	2021.09863013699	2021.10410958904	Delta
sequence_zhad	2021.53424657534	2021.5397260274	Alpha
sequence_zhbd	2021.07123287671	2021.07397260274	Alpha
sequence_zhct	2021.32328767123	2021.32876712329	Alpha
sequence_zhfe	2021.26849315068	2021.27123287671	Alpha
sequence_zhfr	2021.94794520548	2021.95068493151	Delta
sequence_zhic	2021.8	2021.80547945205	Delta
sequence_zhig	2021.06301369863	2021.06575342466	Delta
sequence_zhiy	2021.4301369863	2021.43287671233	Omicron
sequence_zhny	2021.8	2021.80273972603	Alpha
sequence_zhqv	2021.2904109589	2021.29315068493	Omicron
sequence_zhrm	2021.58630136986	2021.58904109589	Alpha
sequence_zhrs	2021.68493150685	2021.6904109589	Delta
